"Area","MTU","Biomass  - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"France (FR)","26.03.2021 23:00 - 27.03.2021 00:00 (CET/CEST)","301","n/e","n/e","n/e","4017","41","168","n/e","n/e","n/e","178","","4412","1031","n/e","42367","n/e","n/e","0","241","n/e","8313"
"France (FR)","27.03.2021 00:00 - 27.03.2021 01:00 (CET/CEST)","301","n/e","n/e","n/e","3099","42","168","n/e","n/e","n/e","","465","4210","481","n/e","40566","n/e","n/e","0","243","n/e","8309"
"France (FR)","27.03.2021 01:00 - 27.03.2021 02:00 (CET/CEST)","301","n/e","n/e","n/e","2485","43","168","n/e","n/e","n/e","","636","3764","262","n/e","39797","n/e","n/e","0","242","n/e","8335"
"France (FR)","27.03.2021 02:00 - 27.03.2021 03:00 (CET/CEST)","301","n/e","n/e","n/e","2346","43","168","n/e","n/e","n/e","","1906","3438","134","n/e","39560","n/e","n/e","0","242","n/e","8688"
"France (FR)","27.03.2021 03:00 - 27.03.2021 04:00 (CET/CEST)","300","n/e","n/e","n/e","2354","43","167","n/e","n/e","n/e","","2842","3270","181","n/e","38535","n/e","n/e","0","243","n/e","8867"
"France (FR)","27.03.2021 04:00 - 27.03.2021 05:00 (CET/CEST)","300","n/e","n/e","n/e","2344","43","165","n/e","n/e","n/e","","2934","3285","195","n/e","37691","n/e","n/e","0","244","n/e","8759"
"France (FR)","27.03.2021 05:00 - 27.03.2021 06:00 (CET/CEST)","300","n/e","n/e","n/e","2352","44","165","n/e","n/e","n/e","","2939","3433","217","n/e","37908","n/e","n/e","0","243","n/e","8521"
"France (FR)","27.03.2021 06:00 - 27.03.2021 07:00 (CET/CEST)","301","n/e","n/e","n/e","2378","45","165","n/e","n/e","n/e","","2930","3776","222","n/e","39126","n/e","n/e","171","241","n/e","8110"
"France (FR)","27.03.2021 07:00 - 27.03.2021 08:00 (CET/CEST)","301","n/e","n/e","n/e","2363","45","165","n/e","n/e","n/e","","1862","3999","232","n/e","39413","n/e","n/e","641","239","n/e","7472"
"France (FR)","27.03.2021 08:00 - 27.03.2021 09:00 (CET/CEST)","301","n/e","n/e","n/e","2397","44","165","n/e","n/e","n/e","","936","4114","275","n/e","39429","n/e","n/e","2322","241","n/e","6822"
"France (FR)","27.03.2021 09:00 - 27.03.2021 10:00 (CET/CEST)","301","n/e","n/e","n/e","2389","43","165","n/e","n/e","n/e","","1234","4242","233","n/e","39016","n/e","n/e","4183","243","n/e","7036"
"France (FR)","27.03.2021 10:00 - 27.03.2021 11:00 (CET/CEST)","301","n/e","n/e","n/e","2376","42","165","n/e","n/e","n/e","","2207","4322","257","n/e","37997","n/e","n/e","5459","244","n/e","7541"
"France (FR)","27.03.2021 11:00 - 27.03.2021 12:00 (CET/CEST)","301","n/e","n/e","n/e","2351","41","165","n/e","n/e","n/e","","2283","4313","202","n/e","37061","n/e","n/e","5804","244","n/e","7807"
"France (FR)","27.03.2021 12:00 - 27.03.2021 13:00 (CET/CEST)","301","n/e","n/e","n/e","2364","40","165","n/e","n/e","n/e","","332","4467","938","n/e","37309","n/e","n/e","6066","244","n/e","7569"
"France (FR)","27.03.2021 13:00 - 27.03.2021 14:00 (CET/CEST)","302","n/e","n/e","n/e","2336","40","166","n/e","n/e","n/e","","1842","4222","130","n/e","36290","n/e","n/e","6022","246","n/e","7409"
"France (FR)","27.03.2021 14:00 - 27.03.2021 15:00 (CET/CEST)","302","n/e","n/e","n/e","2325","39","168","n/e","n/e","n/e","","2600","3895","113","n/e","36188","n/e","n/e","5653","246","n/e","7219"
"France (FR)","27.03.2021 15:00 - 27.03.2021 16:00 (CET/CEST)","303","n/e","n/e","n/e","2326","39","169","n/e","n/e","n/e","","2752","3626","114","n/e","35932","n/e","n/e","4968","244","n/e","6801"
"France (FR)","27.03.2021 16:00 - 27.03.2021 17:00 (CET/CEST)","301","n/e","n/e","n/e","2367","38","169","n/e","n/e","n/e","","2642","3729","207","n/e","36783","n/e","n/e","3955","245","n/e","6026"
"France (FR)","27.03.2021 17:00 - 27.03.2021 18:00 (CET/CEST)","301","n/e","n/e","n/e","2424","38","168","n/e","n/e","n/e","330","","4255","1214","n/e","37853","n/e","n/e","2199","243","n/e","4470"
"France (FR)","27.03.2021 18:00 - 27.03.2021 19:00 (CET/CEST)","302","n/e","n/e","n/e","2800","38","168","n/e","n/e","n/e","2686","","5105","2826","n/e","38527","n/e","n/e","594","247","n/e","2920"
"France (FR)","27.03.2021 19:00 - 27.03.2021 20:00 (CET/CEST)","301","n/e","n/e","n/e","3351","37","166","n/e","n/e","n/e","3648","","5700","3470","n/e","39335","n/e","n/e","153","247","n/e","2226"
"France (FR)","27.03.2021 20:00 - 27.03.2021 21:00 (CET/CEST)","301","n/e","n/e","n/e","3495","36","165","n/e","n/e","n/e","3483","","5705","3085","n/e","39777","n/e","n/e","0","243","n/e","2047"
"France (FR)","27.03.2021 21:00 - 27.03.2021 22:00 (CET/CEST)","301","n/e","n/e","n/e","3467","34","165","n/e","n/e","n/e","2131","","5434","2098","n/e","39883","n/e","n/e","0","244","n/e","2134"
"France (FR)","27.03.2021 22:00 - 27.03.2021 23:00 (CET/CEST)","301","n/e","n/e","n/e","3412","33","165","n/e","n/e","n/e","1375","","5310","1698","n/e","39773","n/e","n/e","0","244","n/e","2418"
"France (FR)","27.03.2021 23:00 - 28.03.2021 00:00 (CET/CEST)","301","n/e","n/e","n/e","3331","32","165","n/e","n/e","n/e","1184","","5085","1370","n/e","39641","n/e","n/e","0","243","n/e","2715"
"France (FR)","28.03.2021 00:00 - 28.03.2021 01:00 (CET/CEST)","301","n/e","n/e","n/e","2810","32","165","n/e","n/e","n/e","297","","4486","729","n/e","39549","n/e","n/e","0","243","n/e","2981"
"France (FR)","28.03.2021 01:00 - 28.03.2021 02:00 (CET/CEST)","301","n/e","n/e","n/e","2743","32","165","n/e","n/e","n/e","","447","4235","181","n/e","39485","n/e","n/e","0","243","n/e","3356"
"France (FR)","28.03.2021 02:00 - 28.03.2021 03:00 (CET/CEST)","","","","","","","","","","","","","","","","","","","","","",""
"France (FR)","28.03.2021 03:00 - 28.03.2021 04:00 (CET/CEST)","300","n/e","n/e","n/e","2756","32","165","n/e","n/e","n/e","","612","4138","221","n/e","39243","n/e","n/e","0","243","n/e","3617"
"France (FR)","28.03.2021 04:00 - 28.03.2021 05:00 (CET/CEST)","300","n/e","n/e","n/e","2727","32","167","n/e","n/e","n/e","","2106","3858","187","n/e","38923","n/e","n/e","0","243","n/e","3622"
"France (FR)","28.03.2021 05:00 - 28.03.2021 06:00 (CET/CEST)","300","n/e","n/e","n/e","2792","32","168","n/e","n/e","n/e","","2524","3759","127","n/e","38879","n/e","n/e","0","241","n/e","3545"
"France (FR)","28.03.2021 06:00 - 28.03.2021 07:00 (CET/CEST)","300","n/e","n/e","n/e","2752","32","168","n/e","n/e","n/e","","1611","3944","88","n/e","38588","n/e","n/e","0","240","n/e","3551"
"France (FR)","28.03.2021 07:00 - 28.03.2021 08:00 (CET/CEST)","301","n/e","n/e","n/e","2782","32","167","n/e","n/e","n/e","","1359","3960","59","n/e","38769","n/e","n/e","181","239","n/e","3638"
"France (FR)","28.03.2021 08:00 - 28.03.2021 09:00 (CET/CEST)","301","n/e","n/e","n/e","2764","32","167","n/e","n/e","n/e","","1322","4004","139","n/e","38655","n/e","n/e","771","239","n/e","3722"
"France (FR)","28.03.2021 09:00 - 28.03.2021 10:00 (CET/CEST)","300","n/e","n/e","n/e","2719","33","166","n/e","n/e","n/e","","1674","4094","172","n/e","38427","n/e","n/e","2694","242","n/e","3456"
"France (FR)","28.03.2021 10:00 - 28.03.2021 11:00 (CET/CEST)","301","n/e","n/e","n/e","2650","33","166","n/e","n/e","n/e","","2173","4035","287","n/e","37865","n/e","n/e","4768","242","n/e","3271"
"France (FR)","28.03.2021 11:00 - 28.03.2021 12:00 (CET/CEST)","301","n/e","n/e","n/e","2630","34","167","n/e","n/e","n/e","","2319","4035","325","n/e","36534","n/e","n/e","6277","244","n/e","4220"
"France (FR)","28.03.2021 12:00 - 28.03.2021 13:00 (CET/CEST)","301","n/e","n/e","n/e","2715","33","168","n/e","n/e","n/e","","2430","4003","283","n/e","34875","n/e","n/e","7175","246","n/e","5039"
"France (FR)","28.03.2021 13:00 - 28.03.2021 14:00 (CET/CEST)","300","n/e","n/e","n/e","2657","34","168","n/e","n/e","n/e","","2565","3827","277","n/e","30725","n/e","n/e","7606","246","n/e","4712"
"France (FR)","28.03.2021 14:00 - 28.03.2021 15:00 (CET/CEST)","301","n/e","n/e","n/e","2668","34","169","n/e","n/e","n/e","","2459","3577","259","n/e","29583","n/e","n/e","7526","244","n/e","3628"
"France (FR)","28.03.2021 15:00 - 28.03.2021 16:00 (CET/CEST)","300","n/e","n/e","n/e","2709","34","169","n/e","n/e","n/e","","2648","3397","268","n/e","29810","n/e","n/e","6988","244","n/e","3171"
"France (FR)","28.03.2021 16:00 - 28.03.2021 17:00 (CET/CEST)","300","n/e","n/e","n/e","2684","34","169","n/e","n/e","n/e","","2855","3243","111","n/e","29999","n/e","n/e","6005","241","n/e","2829"
"France (FR)","28.03.2021 17:00 - 28.03.2021 18:00 (CET/CEST)","301","n/e","n/e","n/e","2736","34","169","n/e","n/e","n/e","","2292","3540","532","n/e","33467","n/e","n/e","4514","243","n/e","2798"
"France (FR)","28.03.2021 18:00 - 28.03.2021 19:00 (CET/CEST)","301","n/e","n/e","n/e","2766","34","169","n/e","n/e","n/e","","1672","4090","1146","n/e","37330","n/e","n/e","2465","243","n/e","2472"
"France (FR)","28.03.2021 19:00 - 28.03.2021 20:00 (CET/CEST)","301","n/e","n/e","n/e","2739","34","169","n/e","n/e","n/e","75","","4440","1389","n/e","39463","n/e","n/e","656","243","n/e","2064"
"France (FR)","28.03.2021 20:00 - 28.03.2021 21:00 (CET/CEST)","301","n/e","n/e","n/e","2750","34","168","n/e","n/e","n/e","771","","4713","1440","n/e","39870","n/e","n/e","157","252","n/e","2132"
"France (FR)","28.03.2021 21:00 - 28.03.2021 22:00 (CET/CEST)","301","n/e","n/e","n/e","2769","34","165","n/e","n/e","n/e","2075","","4830","1670","n/e","39906","n/e","n/e","0","257","n/e","2683"
"France (FR)","28.03.2021 22:00 - 28.03.2021 23:00 (CET/CEST)","301","n/e","n/e","n/e","2735","35","165","n/e","n/e","n/e","1703","","4544","1130","n/e","39676","n/e","n/e","0","258","n/e","3313"
"France (FR)","28.03.2021 23:00 - 29.03.2021 00:00 (CET/CEST)","301","n/e","n/e","n/e","2643","34","165","n/e","n/e","n/e","1269","","4524","604","n/e","39788","n/e","n/e","0","259","n/e","3919"
"France (FR)","29.03.2021 00:00 - 29.03.2021 01:00 (CET/CEST)","301","n/e","n/e","n/e","2589","36","166","n/e","n/e","n/e","","973","4238","389","n/e","39286","n/e","n/e","0","259","n/e","4430"
"France (FR)","29.03.2021 01:00 - 29.03.2021 02:00 (CET/CEST)","301","n/e","n/e","n/e","2633","37","168","n/e","n/e","n/e","","2216","3971","356","n/e","39036","n/e","n/e","0","261","n/e","4522"
"France (FR)","29.03.2021 02:00 - 29.03.2021 03:00 (CET/CEST)","301","n/e","n/e","n/e","2720","37","168","n/e","n/e","n/e","","2374","3690","287","n/e","38683","n/e","n/e","0","260","n/e","4510"
"France (FR)","29.03.2021 03:00 - 29.03.2021 04:00 (CET/CEST)","301","n/e","n/e","n/e","2685","37","168","n/e","n/e","n/e","","2896","3586","296","n/e","37390","n/e","n/e","0","259","n/e","4161"
"France (FR)","29.03.2021 04:00 - 29.03.2021 05:00 (CET/CEST)","301","n/e","n/e","n/e","2832","38","168","n/e","n/e","n/e","","2677","3648","318","n/e","37237","n/e","n/e","0","258","n/e","3941"
"France (FR)","29.03.2021 05:00 - 29.03.2021 06:00 (CET/CEST)","301","n/e","n/e","n/e","3110","39","167","n/e","n/e","n/e","","1124","3635","384","n/e","38055","n/e","n/e","0","257","n/e","3842"
"France (FR)","29.03.2021 06:00 - 29.03.2021 07:00 (CET/CEST)","301","n/e","n/e","n/e","3631","40","168","n/e","n/e","n/e","1233","","4071","1230","n/e","38662","n/e","n/e","0","255","n/e","3729"
"France (FR)","29.03.2021 07:00 - 29.03.2021 08:00 (CET/CEST)","301","n/e","n/e","n/e","4130","40","169","n/e","n/e","n/e","2375","","4631","1925","n/e","39682","n/e","n/e","185","254","n/e","3618"
"France (FR)","29.03.2021 08:00 - 29.03.2021 09:00 (CET/CEST)","300","n/e","n/e","n/e","4866","41","168","n/e","n/e","n/e","2491","","4947","2305","n/e","40285","n/e","n/e","798","252","n/e","3506"
"France (FR)","29.03.2021 09:00 - 29.03.2021 10:00 (CET/CEST)","301","n/e","n/e","n/e","4935","41","168","n/e","n/e","n/e","2007","","5068","2502","n/e","40383","n/e","n/e","2754","252","n/e","3059"
"France (FR)","29.03.2021 10:00 - 29.03.2021 11:00 (CET/CEST)","300","n/e","n/e","n/e","4853","41","168","n/e","n/e","n/e","1118","","4742","1853","n/e","40293","n/e","n/e","4889","251","n/e","2239"
"France (FR)","29.03.2021 11:00 - 29.03.2021 12:00 (CET/CEST)","301","n/e","n/e","n/e","4150","41","168","n/e","n/e","n/e","457","","4535","1508","n/e","40191","n/e","n/e","6446","258","n/e","1922"
"France (FR)","29.03.2021 12:00 - 29.03.2021 13:00 (CET/CEST)","300","n/e","n/e","n/e","3359","42","169","n/e","n/e","n/e","143","","4348","1008","n/e","40039","n/e","n/e","7378","260","n/e","1781"
"France (FR)","29.03.2021 13:00 - 29.03.2021 14:00 (CET/CEST)","300","n/e","n/e","n/e","3071","43","168","n/e","n/e","n/e","","285","3976","805","n/e","39802","n/e","n/e","7743","258","n/e","1666"
"France (FR)","29.03.2021 14:00 - 29.03.2021 15:00 (CET/CEST)","300","n/e","n/e","n/e","2925","43","168","n/e","n/e","n/e","","520","3751","561","n/e","38509","n/e","n/e","7680","256","n/e","1586"
"France (FR)","29.03.2021 15:00 - 29.03.2021 16:00 (CET/CEST)","301","n/e","n/e","n/e","3173","43","169","n/e","n/e","n/e","","333","3729","529","n/e","37569","n/e","n/e","7174","252","n/e","1490"
"France (FR)","29.03.2021 16:00 - 29.03.2021 17:00 (CET/CEST)","302","n/e","n/e","n/e","3498","43","168","n/e","n/e","n/e","","892","3803","625","n/e","37527","n/e","n/e","6139","257","n/e","1356"
"France (FR)","29.03.2021 17:00 - 29.03.2021 18:00 (CET/CEST)","301","n/e","n/e","n/e","3495","42","166","n/e","n/e","n/e","","1696","3879","980","n/e","39205","n/e","n/e","4522","262","n/e","1273"
"France (FR)","29.03.2021 18:00 - 29.03.2021 19:00 (CET/CEST)","300","n/e","n/e","n/e","4169","41","165","n/e","n/e","n/e","","767","4456","1413","n/e","40671","n/e","n/e","2404","261","n/e","1250"
"France (FR)","29.03.2021 19:00 - 29.03.2021 20:00 (CET/CEST)","301","n/e","n/e","n/e","4457","41","165","n/e","n/e","n/e","1205","","5124","2049","n/e","41145","n/e","n/e","621","264","n/e","1309"
"France (FR)","29.03.2021 20:00 - 29.03.2021 21:00 (CET/CEST)","302","n/e","n/e","n/e","4530","40","165","n/e","n/e","n/e","1801","","5324","2111","n/e","41236","n/e","n/e","157","267","n/e","1618"
"France (FR)","29.03.2021 21:00 - 29.03.2021 22:00 (CET/CEST)","302","n/e","n/e","n/e","4501","41","165","n/e","n/e","n/e","1352","","5117","2190","n/e","41312","n/e","n/e","0","270","n/e","2068"
"France (FR)","29.03.2021 22:00 - 29.03.2021 23:00 (CET/CEST)","302","n/e","n/e","n/e","4450","41","165","n/e","n/e","n/e","1568","","4728","1803","n/e","41416","n/e","n/e","0","269","n/e","2506"
"France (FR)","29.03.2021 23:00 - 30.03.2021 00:00 (CET/CEST)","302","n/e","n/e","n/e","4411","42","165","n/e","n/e","n/e","804","","4393","1319","n/e","41333","n/e","n/e","0","269","n/e","2964"
"France (FR)","30.03.2021 00:00 - 30.03.2021 01:00 (CET/CEST)","302","n/e","n/e","n/e","4165","41","167","n/e","n/e","n/e","98","","4258","776","n/e","40933","n/e","n/e","0","271","n/e","3265"
"France (FR)","30.03.2021 01:00 - 30.03.2021 02:00 (CET/CEST)","302","n/e","n/e","n/e","3993","41","170","n/e","n/e","n/e","","945","4026","445","n/e","40227","n/e","n/e","0","271","n/e","3375"
"France (FR)","30.03.2021 02:00 - 30.03.2021 03:00 (CET/CEST)","300","n/e","n/e","n/e","4415","41","170","n/e","n/e","n/e","","1095","3993","490","n/e","40388","n/e","n/e","0","271","n/e","3332"
"France (FR)","30.03.2021 03:00 - 30.03.2021 04:00 (CET/CEST)","300","n/e","n/e","n/e","4335","41","170","n/e","n/e","n/e","","1106","3922","418","n/e","40197","n/e","n/e","0","267","n/e","3225"
"France (FR)","30.03.2021 04:00 - 30.03.2021 05:00 (CET/CEST)","300","n/e","n/e","n/e","4802","39","170","n/e","n/e","n/e","","643","3868","491","n/e","40284","n/e","n/e","0","266","n/e","3150"
"France (FR)","30.03.2021 05:00 - 30.03.2021 06:00 (CET/CEST)","302","n/e","n/e","n/e","5476","39","170","n/e","n/e","n/e","","570","3852","641","n/e","40928","n/e","n/e","0","265","n/e","3031"
"France (FR)","30.03.2021 06:00 - 30.03.2021 07:00 (CET/CEST)","304","n/e","n/e","n/e","6170","40","169","n/e","n/e","n/e","538","","4368","1510","n/e","40834","n/e","n/e","0","261","n/e","2985"
"France (FR)","30.03.2021 07:00 - 30.03.2021 08:00 (CET/CEST)","294","n/e","n/e","n/e","6552","40","170","n/e","n/e","n/e","2177","","5325","2226","n/e","40241","n/e","n/e","188","244","n/e","2993"
"France (FR)","30.03.2021 08:00 - 30.03.2021 09:00 (CET/CEST)","297","n/e","n/e","n/e","6491","41","170","n/e","n/e","n/e","2068","","5503","2588","n/e","40232","n/e","n/e","807","251","n/e","2960"
"France (FR)","30.03.2021 09:00 - 30.03.2021 10:00 (CET/CEST)","295","n/e","n/e","n/e","6357","36","170","n/e","n/e","n/e","1846","","5249","2691","n/e","40853","n/e","n/e","2667","258","n/e","2500"
"France (FR)","30.03.2021 10:00 - 30.03.2021 11:00 (CET/CEST)","290","n/e","n/e","n/e","5381","35","170","n/e","n/e","n/e","325","","4649","1273","n/e","41669","n/e","n/e","4709","257","n/e","1755"
"France (FR)","30.03.2021 11:00 - 30.03.2021 12:00 (CET/CEST)","288","n/e","n/e","n/e","4318","35","170","n/e","n/e","n/e","","479","4306","678","n/e","41577","n/e","n/e","6204","262","n/e","1336"
"France (FR)","30.03.2021 12:00 - 30.03.2021 13:00 (CET/CEST)","299","n/e","n/e","n/e","4328","35","170","n/e","n/e","n/e","258","","4189","1178","n/e","41469","n/e","n/e","7101","263","n/e","1221"
"France (FR)","30.03.2021 13:00 - 30.03.2021 14:00 (CET/CEST)","300","n/e","n/e","n/e","4479","36","170","n/e","n/e","n/e","","350","4087","1234","n/e","41257","n/e","n/e","7477","263","n/e","1273"
"France (FR)","30.03.2021 14:00 - 30.03.2021 15:00 (CET/CEST)","303","n/e","n/e","n/e","4524","35","170","n/e","n/e","n/e","","882","4015","856","n/e","41148","n/e","n/e","7455","264","n/e","1422"
"France (FR)","30.03.2021 15:00 - 30.03.2021 16:00 (CET/CEST)","309","n/e","n/e","n/e","4314","35","170","n/e","n/e","n/e","","1109","4074","930","n/e","40988","n/e","n/e","6968","263","n/e","1545"
"France (FR)","30.03.2021 16:00 - 30.03.2021 17:00 (CET/CEST)","322","n/e","n/e","n/e","4321","35","170","n/e","n/e","n/e","","1126","4228","1077","n/e","41088","n/e","n/e","5964","260","n/e","1481"
"France (FR)","30.03.2021 17:00 - 30.03.2021 18:00 (CET/CEST)","322","n/e","n/e","n/e","4695","35","170","n/e","n/e","n/e","","593","4496","1043","n/e","40984","n/e","n/e","4380","257","n/e","1323"
"France (FR)","30.03.2021 18:00 - 30.03.2021 19:00 (CET/CEST)","323","n/e","n/e","n/e","5305","34","170","n/e","n/e","n/e","967","","4964","1481","n/e","41145","n/e","n/e","2304","264","n/e","1176"
"France (FR)","30.03.2021 19:00 - 30.03.2021 20:00 (CET/CEST)","315","n/e","n/e","n/e","6162","34","170","n/e","n/e","n/e","2390","","5750","2603","n/e","40425","n/e","n/e","615","265","n/e","1139"
"France (FR)","30.03.2021 20:00 - 30.03.2021 21:00 (CET/CEST)","320","n/e","n/e","n/e","6256","34","170","n/e","n/e","n/e","3045","","5990","3096","n/e","40128","n/e","n/e","156","266","n/e","1367"
"France (FR)","30.03.2021 21:00 - 30.03.2021 22:00 (CET/CEST)","320","n/e","n/e","n/e","6248","36","170","n/e","n/e","n/e","2365","","5657","2567","n/e","40091","n/e","n/e","0","267","n/e","1623"
"France (FR)","30.03.2021 22:00 - 30.03.2021 23:00 (CET/CEST)","319","n/e","n/e","n/e","6065","36","170","n/e","n/e","n/e","1528","","5028","1886","n/e","40964","n/e","n/e","0","268","n/e","1771"
"France (FR)","30.03.2021 23:00 - 31.03.2021 00:00 (CET/CEST)","320","n/e","n/e","n/e","6030","40","170","n/e","n/e","n/e","1425","","4608","1328","n/e","41287","n/e","n/e","0","269","n/e","1877"
"France (FR)","31.03.2021 00:00 - 31.03.2021 01:00 (CET/CEST)","320","n/e","n/e","n/e","5792","40","169","n/e","n/e","n/e","820","","4382","896","n/e","41243","n/e","n/e","0","268","n/e","1952"
"France (FR)","31.03.2021 01:00 - 31.03.2021 02:00 (CET/CEST)","318","n/e","n/e","n/e","5433","40","170","n/e","n/e","n/e","53","","4204","501","n/e","41267","n/e","n/e","0","267","n/e","2144"
"France (FR)","31.03.2021 02:00 - 31.03.2021 03:00 (CET/CEST)","318","n/e","n/e","n/e","5523","40","170","n/e","n/e","n/e","","358","4098","714","n/e","41168","n/e","n/e","0","265","n/e","2299"
"France (FR)","31.03.2021 03:00 - 31.03.2021 04:00 (CET/CEST)","317","n/e","n/e","n/e","5587","40","170","n/e","n/e","n/e","","1124","4060","807","n/e","41297","n/e","n/e","0","263","n/e","2347"
"France (FR)","31.03.2021 04:00 - 31.03.2021 05:00 (CET/CEST)","317","n/e","n/e","n/e","5445","40","170","n/e","n/e","n/e","","754","4063","674","n/e","41319","n/e","n/e","0","259","n/e","2372"
"France (FR)","31.03.2021 05:00 - 31.03.2021 06:00 (CET/CEST)","317","n/e","n/e","n/e","5755","40","170","n/e","n/e","n/e","","336","4282","671","n/e","41273","n/e","n/e","0","257","n/e","2430"
"France (FR)","31.03.2021 06:00 - 31.03.2021 07:00 (CET/CEST)","317","n/e","n/e","n/e","5045","40","170","n/e","n/e","n/e","639","","4779","1028","n/e","41408","n/e","n/e","0","257","n/e","2420"
"France (FR)","31.03.2021 07:00 - 31.03.2021 08:00 (CET/CEST)","316","n/e","n/e","n/e","5926","40","170","n/e","n/e","n/e","1997","","5515","1607","n/e","41445","n/e","n/e","190","255","n/e","2438"
"France (FR)","31.03.2021 08:00 - 31.03.2021 09:00 (CET/CEST)","317","n/e","n/e","n/e","6337","41","169","n/e","n/e","n/e","2329","","5593","2944","n/e","40445","n/e","n/e","806","255","n/e","2452"
"France (FR)","31.03.2021 09:00 - 31.03.2021 10:00 (CET/CEST)","316","n/e","n/e","n/e","6205","40","169","n/e","n/e","n/e","1326","","5183","2353","n/e","40363","n/e","n/e","2515","250","n/e","2135"
"France (FR)","31.03.2021 10:00 - 31.03.2021 11:00 (CET/CEST)","314","n/e","n/e","n/e","5911","40","195","n/e","n/e","n/e","800","","4611","1428","n/e","40294","n/e","n/e","4380","256","n/e","1533"
"France (FR)","31.03.2021 11:00 - 31.03.2021 12:00 (CET/CEST)","315","n/e","n/e","n/e","4854","40","170","n/e","n/e","n/e","","238","4269","920","n/e","40957","n/e","n/e","5822","258","n/e","1266"
"France (FR)","31.03.2021 12:00 - 31.03.2021 13:00 (CET/CEST)","316","n/e","n/e","n/e","4218","42","186","n/e","n/e","n/e","49","","4239","1130","n/e","41258","n/e","n/e","6762","261","n/e","1218"
"France (FR)","31.03.2021 13:00 - 31.03.2021 14:00 (CET/CEST)","313","n/e","n/e","n/e","4237","42","285","n/e","n/e","n/e","","1100","4184","1420","n/e","41209","n/e","n/e","7184","262","n/e","1216"
"France (FR)","31.03.2021 14:00 - 31.03.2021 15:00 (CET/CEST)","312","n/e","n/e","n/e","3882","42","247","n/e","n/e","n/e","","1510","4184","1867","n/e","41164","n/e","n/e","7129","261","n/e","1252"
"France (FR)","31.03.2021 15:00 - 31.03.2021 16:00 (CET/CEST)","312","n/e","n/e","n/e","3819","42","176","n/e","n/e","n/e","","1568","4185","1571","n/e","41069","n/e","n/e","6620","260","n/e","1279"
"France (FR)","31.03.2021 16:00 - 31.03.2021 17:00 (CET/CEST)","309","n/e","n/e","n/e","3943","42","170","n/e","n/e","n/e","","1851","4357","1893","n/e","39695","n/e","n/e","5618","260","n/e","1268"
"France (FR)","31.03.2021 17:00 - 31.03.2021 18:00 (CET/CEST)","307","n/e","n/e","n/e","4750","41","170","n/e","n/e","n/e","","92","4808","2135","n/e","39435","n/e","n/e","4029","262","n/e","1215"
"France (FR)","31.03.2021 18:00 - 31.03.2021 19:00 (CET/CEST)","311","n/e","n/e","n/e","5874","40","170","n/e","n/e","n/e","1399","","5343","2339","n/e","39772","n/e","n/e","2088","263","n/e","1181"
"France (FR)","31.03.2021 19:00 - 31.03.2021 20:00 (CET/CEST)","309","n/e","n/e","n/e","6164","40","170","n/e","n/e","n/e","2445","","5913","2854","n/e","40086","n/e","n/e","580","265","n/e","1162"
"France (FR)","31.03.2021 20:00 - 31.03.2021 21:00 (CET/CEST)","308","n/e","n/e","n/e","6147","41","170","n/e","n/e","n/e","2141","","6121","2606","n/e","39042","n/e","n/e","156","265","n/e","1283"
"France (FR)","31.03.2021 21:00 - 31.03.2021 22:00 (CET/CEST)","308","n/e","n/e","n/e","6192","42","170","n/e","n/e","n/e","2120","","5936","2932","n/e","38992","n/e","n/e","0","269","n/e","1432"
"France (FR)","31.03.2021 22:00 - 31.03.2021 23:00 (CET/CEST)","310","n/e","n/e","n/e","6088","43","170","n/e","n/e","n/e","1556","","5401","1679","n/e","39788","n/e","n/e","0","269","n/e","1537"
"France (FR)","31.03.2021 23:00 - 01.04.2021 00:00 (CET/CEST)","311","n/e","n/e","n/e","5928","43","170","n/e","n/e","n/e","1358","","5006","1406","n/e","40159","n/e","n/e","0","261","n/e","1705"
"France (FR)","01.04.2021 00:00 - 01.04.2021 01:00 (CET/CEST)","318","n/e","n/e","n/e","5367","28","145","n/e","n/e","n/e","1086","","4865","1721","n/e","39572","n/e","n/e","0","166","n/e","1888"
"France (FR)","01.04.2021 01:00 - 01.04.2021 02:00 (CET/CEST)","319","n/e","n/e","n/e","4572","28","134","n/e","n/e","n/e","186","","4703","1847","n/e","39348","n/e","n/e","0","168","n/e","2042"
